protein_json_id,entity,full_json_path,best_only_json_path,dataset_membership,has_sequence,sequence_ref,match_count,best_match_category
protein_021801,tobacco gene,outputs/json_dataset/full/protein_021801.json,outputs/json_dataset/best_only/protein_021801.json,unresolved,false,,0,descriptive_deferred
protein_021802,Tobamovirus coat protein,outputs/json_dataset/full/protein_021802.json,outputs/json_dataset/best_only/protein_021802.json,unresolved,false,,0,descriptive_deferred
protein_021803,ToBRFV coat protein,outputs/json_dataset/full/protein_021803.json,outputs/json_dataset/best_only/protein_021803.json,unresolved,false,,0,descriptive_deferred
protein_021804,Toc Cyt,outputs/json_dataset/full/protein_021804.json,outputs/json_dataset/best_only/protein_021804.json,unresolved,false,,0,descriptive_deferred
protein_021805,Toc Mt,outputs/json_dataset/full/protein_021805.json,outputs/json_dataset/best_only/protein_021805.json,unresolved,false,,0,descriptive_deferred
protein_021806,TOC1,outputs/json_dataset/full/protein_021806.json,outputs/json_dataset/best_only/protein_021806.json,coverage,false,,1,ambiguous_but_useful
protein_021807,tocopherol cyclase,outputs/json_dataset/full/protein_021807.json,outputs/json_dataset/best_only/protein_021807.json,unresolved,false,,0,descriptive_deferred
protein_021808,TOE1,outputs/json_dataset/full/protein_021808.json,outputs/json_dataset/best_only/protein_021808.json,coverage,false,,2,ambiguous_but_useful
protein_021809,TOE2,outputs/json_dataset/full/protein_021809.json,outputs/json_dataset/best_only/protein_021809.json,coverage,false,,1,ambiguous_but_useful
protein_021810,tofI,outputs/json_dataset/full/protein_021810.json,outputs/json_dataset/best_only/protein_021810.json,unresolved,false,,0,descriptive_deferred
protein_021811,tofR,outputs/json_dataset/full/protein_021811.json,outputs/json_dataset/best_only/protein_021811.json,unresolved,false,,0,descriptive_deferred
protein_021812,TOG1,outputs/json_dataset/full/protein_021812.json,outputs/json_dataset/best_only/protein_021812.json,unresolved,false,,0,no_species_no_match
protein_021813,ToGAS1,outputs/json_dataset/full/protein_021813.json,outputs/json_dataset/best_only/protein_021813.json,unresolved,false,,1,unknown_species_prefix_global_match
protein_021814,TOGT1,outputs/json_dataset/full/protein_021814.json,outputs/json_dataset/best_only/protein_021814.json,coverage,false,,1,ambiguous_but_useful
protein_021815,toll-like receptor,outputs/json_dataset/full/protein_021815.json,outputs/json_dataset/best_only/protein_021815.json,unresolved,false,,0,descriptive_deferred
protein_021816,tomato ASR1,outputs/json_dataset/full/protein_021816.json,outputs/json_dataset/best_only/protein_021816.json,unresolved,false,,0,descriptive_deferred
protein_021817,Tomato brown rugose fruit virus (ToBRFV) coat protein,outputs/json_dataset/full/protein_021817.json,outputs/json_dataset/best_only/protein_021817.json,unresolved,false,,0,descriptive_deferred
protein_021818,tomato genome,outputs/json_dataset/full/protein_021818.json,outputs/json_dataset/best_only/protein_021818.json,unresolved,false,,0,descriptive_deferred
protein_021819,tomato glutathione-S-transferase,outputs/json_dataset/full/protein_021819.json,outputs/json_dataset/best_only/protein_021819.json,unresolved,false,,0,descriptive_deferred
protein_021820,tomato sHSPs,outputs/json_dataset/full/protein_021820.json,outputs/json_dataset/best_only/protein_021820.json,unresolved,false,,0,descriptive_deferred
protein_021821,Tomato small heat shock proteins,outputs/json_dataset/full/protein_021821.json,outputs/json_dataset/best_only/protein_021821.json,unresolved,false,,0,descriptive_deferred
protein_021822,TomLOXD gene,outputs/json_dataset/full/protein_021822.json,outputs/json_dataset/best_only/protein_021822.json,unresolved,false,,0,descriptive_deferred
protein_021823,tonoplast dicarboxylate transporters,outputs/json_dataset/full/protein_021823.json,outputs/json_dataset/best_only/protein_021823.json,unresolved,false,,0,descriptive_deferred
protein_021824,tonoplast intrinsic protein,outputs/json_dataset/full/protein_021824.json,outputs/json_dataset/best_only/protein_021824.json,unresolved,false,,0,descriptive_deferred
protein_021825,Tonoplast Intrinsic Proteins,outputs/json_dataset/full/protein_021825.json,outputs/json_dataset/best_only/protein_021825.json,unresolved,false,,0,descriptive_deferred
protein_021826,tonoplast monosaccharide transporter,outputs/json_dataset/full/protein_021826.json,outputs/json_dataset/best_only/protein_021826.json,unresolved,false,,0,descriptive_deferred
protein_021827,TOPLESS-RELATED PROTEIN 4,outputs/json_dataset/full/protein_021827.json,outputs/json_dataset/best_only/protein_021827.json,unresolved,false,,0,descriptive_deferred
protein_021828,TOR,outputs/json_dataset/full/protein_021828.json,outputs/json_dataset/best_only/protein_021828.json,coverage,false,,2,ambiguous_but_useful
protein_021829,TOR gene,outputs/json_dataset/full/protein_021829.json,outputs/json_dataset/best_only/protein_021829.json,unresolved,false,,0,descriptive_deferred
protein_021830,TOR kinase,outputs/json_dataset/full/protein_021830.json,outputs/json_dataset/best_only/protein_021830.json,unresolved,false,,0,descriptive_deferred
protein_021831,TOR protein kinase,outputs/json_dataset/full/protein_021831.json,outputs/json_dataset/best_only/protein_021831.json,unresolved,false,,0,descriptive_deferred
protein_021832,TORC kinases,outputs/json_dataset/full/protein_021832.json,outputs/json_dataset/best_only/protein_021832.json,unresolved,false,,0,descriptive_deferred
protein_021833,TORC1,outputs/json_dataset/full/protein_021833.json,outputs/json_dataset/best_only/protein_021833.json,unresolved,false,,0,no_species_no_match
protein_021834,TORC1 complex,outputs/json_dataset/full/protein_021834.json,outputs/json_dataset/best_only/protein_021834.json,unresolved,false,,0,descriptive_deferred
protein_021835,Tos17,outputs/json_dataset/full/protein_021835.json,outputs/json_dataset/best_only/protein_021835.json,unresolved,false,,0,no_species_no_match
protein_021836,Tos19,outputs/json_dataset/full/protein_021836.json,outputs/json_dataset/best_only/protein_021836.json,unresolved,false,,0,no_species_no_match
protein_021837,TOT3,outputs/json_dataset/full/protein_021837.json,outputs/json_dataset/best_only/protein_021837.json,unresolved,false,,0,no_species_no_match
protein_021838,total cellular protein,outputs/json_dataset/full/protein_021838.json,outputs/json_dataset/best_only/protein_021838.json,unresolved,false,,0,descriptive_deferred
protein_021839,total protein,outputs/json_dataset/full/protein_021839.json,outputs/json_dataset/best_only/protein_021839.json,unresolved,false,,0,descriptive_deferred
protein_021840,total protein contents,outputs/json_dataset/full/protein_021840.json,outputs/json_dataset/best_only/protein_021840.json,unresolved,false,,0,descriptive_deferred
protein_021841,Total soluble protein,outputs/json_dataset/full/protein_021841.json,outputs/json_dataset/best_only/protein_021841.json,unresolved,false,,0,descriptive_deferred
protein_021842,Total soluble proteins,outputs/json_dataset/full/protein_021842.json,outputs/json_dataset/best_only/protein_021842.json,unresolved,false,,0,descriptive_deferred
protein_021843,total superoxide dismutase,outputs/json_dataset/full/protein_021843.json,outputs/json_dataset/best_only/protein_021843.json,unresolved,false,,0,descriptive_deferred
protein_021844,ToxA,outputs/json_dataset/full/protein_021844.json,outputs/json_dataset/best_only/protein_021844.json,unresolved,false,,0,descriptive_deferred
protein_021845,toxABCDE,outputs/json_dataset/full/protein_021845.json,outputs/json_dataset/best_only/protein_021845.json,unresolved,false,,0,descriptive_deferred
protein_021846,toxFGHI,outputs/json_dataset/full/protein_021846.json,outputs/json_dataset/best_only/protein_021846.json,unresolved,false,,0,descriptive_deferred
protein_021847,toxJ,outputs/json_dataset/full/protein_021847.json,outputs/json_dataset/best_only/protein_021847.json,unresolved,false,,0,descriptive_deferred
protein_021848,toxR,outputs/json_dataset/full/protein_021848.json,outputs/json_dataset/best_only/protein_021848.json,unresolved,false,,0,descriptive_deferred
protein_021849,TP,outputs/json_dataset/full/protein_021849.json,outputs/json_dataset/best_only/protein_021849.json,unresolved,false,,0,noise_skipped
protein_021850,TPD-related genes,outputs/json_dataset/full/protein_021850.json,outputs/json_dataset/best_only/protein_021850.json,unresolved,false,,0,descriptive_deferred
protein_021851,TPH,outputs/json_dataset/full/protein_021851.json,outputs/json_dataset/best_only/protein_021851.json,coverage,false,,2,ambiguous_but_useful
protein_021852,TPI,outputs/json_dataset/full/protein_021852.json,outputs/json_dataset/best_only/protein_021852.json,coverage,false,,4,ambiguous_but_useful
protein_021853,TPI gene,outputs/json_dataset/full/protein_021853.json,outputs/json_dataset/best_only/protein_021853.json,unresolved,false,,0,descriptive_deferred
protein_021854,TPL,outputs/json_dataset/full/protein_021854.json,outputs/json_dataset/best_only/protein_021854.json,coverage,false,,2,ambiguous_but_useful
protein_021855,TPP,outputs/json_dataset/full/protein_021855.json,outputs/json_dataset/best_only/protein_021855.json,coverage,false,,5,ambiguous_but_useful
protein_021856,TPP enzymes,outputs/json_dataset/full/protein_021856.json,outputs/json_dataset/best_only/protein_021856.json,unresolved,false,,0,descriptive_deferred
protein_021857,TPRP-F1,outputs/json_dataset/full/protein_021857.json,outputs/json_dataset/best_only/protein_021857.json,unresolved,false,,0,descriptive_deferred
protein_021858,TPS,outputs/json_dataset/full/protein_021858.json,outputs/json_dataset/best_only/protein_021858.json,coverage,false,,5,ambiguous_but_useful
protein_021859,TPS domain,outputs/json_dataset/full/protein_021859.json,outputs/json_dataset/best_only/protein_021859.json,unresolved,false,,0,descriptive_deferred
protein_021860,TPS enzymes,outputs/json_dataset/full/protein_021860.json,outputs/json_dataset/best_only/protein_021860.json,unresolved,false,,0,descriptive_deferred
protein_021861,TPS family,outputs/json_dataset/full/protein_021861.json,outputs/json_dataset/best_only/protein_021861.json,unresolved,false,,0,descriptive_deferred
protein_021862,TPS gene family,outputs/json_dataset/full/protein_021862.json,outputs/json_dataset/best_only/protein_021862.json,unresolved,false,,0,descriptive_deferred
protein_021863,TPS genes,outputs/json_dataset/full/protein_021863.json,outputs/json_dataset/best_only/protein_021863.json,unresolved,false,,0,descriptive_deferred
protein_021864,TPS proteins,outputs/json_dataset/full/protein_021864.json,outputs/json_dataset/best_only/protein_021864.json,unresolved,false,,0,descriptive_deferred
protein_021865,TPS-a,outputs/json_dataset/full/protein_021865.json,outputs/json_dataset/best_only/protein_021865.json,unresolved,false,,0,descriptive_deferred
protein_021866,TPS-a subfamily,outputs/json_dataset/full/protein_021866.json,outputs/json_dataset/best_only/protein_021866.json,unresolved,false,,0,descriptive_deferred
protein_021867,TPS-b,outputs/json_dataset/full/protein_021867.json,outputs/json_dataset/best_only/protein_021867.json,unresolved,false,,0,descriptive_deferred
protein_021868,TPS-b subfamily,outputs/json_dataset/full/protein_021868.json,outputs/json_dataset/best_only/protein_021868.json,unresolved,false,,0,descriptive_deferred
protein_021869,TPS-b subfamily gene,outputs/json_dataset/full/protein_021869.json,outputs/json_dataset/best_only/protein_021869.json,unresolved,false,,0,descriptive_deferred
protein_021870,TPS-b subfamily genes,outputs/json_dataset/full/protein_021870.json,outputs/json_dataset/best_only/protein_021870.json,unresolved,false,,0,descriptive_deferred
protein_021871,TPS-c,outputs/json_dataset/full/protein_021871.json,outputs/json_dataset/best_only/protein_021871.json,unresolved,false,,0,descriptive_deferred
protein_021872,TPS-e/f,outputs/json_dataset/full/protein_021872.json,outputs/json_dataset/best_only/protein_021872.json,unresolved,false,,0,descriptive_deferred
protein_021873,TPS-g,outputs/json_dataset/full/protein_021873.json,outputs/json_dataset/best_only/protein_021873.json,unresolved,false,,0,descriptive_deferred
protein_021874,TPS-g subfamilies,outputs/json_dataset/full/protein_021874.json,outputs/json_dataset/best_only/protein_021874.json,unresolved,false,,0,descriptive_deferred
protein_021875,TPS-like enzymes,outputs/json_dataset/full/protein_021875.json,outputs/json_dataset/best_only/protein_021875.json,unresolved,false,,0,descriptive_deferred
protein_021876,TPS1,outputs/json_dataset/full/protein_021876.json,outputs/json_dataset/best_only/protein_021876.json,coverage,false,,5,ambiguous_but_useful
protein_021877,TPS10,outputs/json_dataset/full/protein_021877.json,outputs/json_dataset/best_only/protein_021877.json,coverage,false,,5,ambiguous_but_useful
protein_021878,TPS14,outputs/json_dataset/full/protein_021878.json,outputs/json_dataset/best_only/protein_021878.json,coverage,false,,3,ambiguous_but_useful
protein_021879,TPS21,outputs/json_dataset/full/protein_021879.json,outputs/json_dataset/best_only/protein_021879.json,coverage,false,,2,ambiguous_but_useful
protein_021880,TPS4,outputs/json_dataset/full/protein_021880.json,outputs/json_dataset/best_only/protein_021880.json,coverage,false,,5,ambiguous_but_useful
protein_021881,Tps6,outputs/json_dataset/full/protein_021881.json,outputs/json_dataset/best_only/protein_021881.json,coverage,false,,5,ambiguous_but_useful
protein_021882,TPS8,outputs/json_dataset/full/protein_021882.json,outputs/json_dataset/best_only/protein_021882.json,coverage,false,,5,ambiguous_but_useful
protein_021883,TPS9,outputs/json_dataset/full/protein_021883.json,outputs/json_dataset/best_only/protein_021883.json,coverage,false,,4,ambiguous_but_useful
protein_021884,TPSI,outputs/json_dataset/full/protein_021884.json,outputs/json_dataset/best_only/protein_021884.json,unresolved,false,,0,no_species_no_match
protein_021885,TPSs,outputs/json_dataset/full/protein_021885.json,outputs/json_dataset/best_only/protein_021885.json,unresolved,false,,0,descriptive_deferred
